272
2.029481,1.05,1.5,2.0,2.45
2.05881,1.05,1.5,2.0,2.45
2.08796,1.05,1.5,2.0,2.45
2.116954,1.05,1.5,2.0,2.45
2.145787,1.05,1.5,2.0,2.45
2.174413,1.05,1.5,2.0,2.45
2.202837,1.05,1.5,2.0,2.45
2.231081,1.05,1.5,2.0,2.45
2.259125,1.05,1.5,2.0,2.45
2.286916,1.05,1.5,2.0,2.45
2.314536,1.05,1.5,2.0,2.45
2.341948,1.05,1.5,2.0,2.45
2.369182,1.05,1.5,2.0,2.45
2.396172,1.05,1.5,2.0,2.45
2.422901,1.05,1.5,2.0,2.45
2.449434,1.05,1.5,2.0,2.45
2.47578,1.05,1.5,2.0,2.45
2.501919,1.05,1.5,2.0,2.45
2.527854,1.05,1.5,2.0,2.45
2.553494,1.05,1.5,2.0,2.45
2.578862,1.05,1.5,2.0,2.45
2.603928,1.05,1.5,2.0,2.45
2.628744,1.05,1.5,2.0,2.45
2.653327,1.05,1.5,2.0,2.45
2.677628,1.05,1.5,2.0,2.45
2.701658,1.05,1.5,2.0,2.45
2.725362,1.05,1.5,2.0,2.45
2.74878,1.05,1.5,2.0,2.45
2.771884,1.05,1.5,2.0,2.45
2.794672,1.05,1.5,2.0,2.45
2.817146,1.05,1.5,2.0,2.45
2.83931,1.05,1.5,2.0,2.45
2.861148,1.05,1.5,2.0,2.45
2.882662,1.05,1.5,2.0,2.45
2.903843,1.05,1.5,2.0,2.45
2.92469,1.05,1.5,2.0,2.45
2.94517,1.05,1.5,2.0,2.45
2.965312,1.05,1.5,2.0,2.45
2.985097,1.05,1.5,2.0,2.45
3.004495,1.05,1.5,2.0,2.45
3.023477,1.05,1.5,2.0,2.45
3.042038,1.05,1.5,2.0,2.45
3.060174,1.05,1.5,2.0,2.45
3.077884,1.05,1.5,2.0,2.45
3.095177,1.05,1.5,2.0,2.45
3.112013,1.05,1.5,2.0,2.45
3.128384,1.05,1.5,2.0,2.45
3.144271,1.05,1.5,2.0,2.45
3.159628,1.05,1.5,2.0,2.45
3.174431,1.05,1.5,2.0,2.45
3.188681,1.05,1.5,2.0,2.45
3.202339,1.05,1.5,2.0,2.45
3.215383,1.05,1.5,2.0,2.45
3.227776,1.05,1.5,2.0,2.45
3.239486,1.05,1.5,2.0,2.45
3.250466,1.05,1.5,2.0,2.45
3.260641,1.05,1.5,2.0,2.45
3.269954,1.05,1.5,2.0,2.45
3.278323,1.05,1.5,2.0,2.45
3.285617,1.05,1.5,2.0,2.45
3.29163,1.05,1.5,2.0,2.45
3.296006,1.05,1.5,2.0,2.45
3.297776,1.05,1.5,2.0,2.45
3.297776,1.05,1.5,2.0,2.45
3.297776,1.05,1.5,2.0,2.45
3.297776,1.05,1.5,2.0,2.45
3.297776,1.05,1.5,2.0,2.45
3.297776,1.05,1.5,2.0,2.45
3.297776,1.05,1.5,2.0,2.45
3.297776,1.05,1.5,2.0,2.45
3.297776,1.05,1.5,2.0,2.45
3.297776,1.05,1.5,2.0,2.45
3.297776,1.05,1.5,2.0,2.45
3.297776,1.05,1.5,2.0,2.45
3.297776,1.05,1.5,2.0,2.45
3.297776,1.05,1.5,2.0,2.45
3.297776,1.05,1.5,2.0,2.45
3.297776,1.05,1.5,2.0,2.45
3.297776,1.05,1.5,2.0,2.45
3.297776,1.05,1.5,2.0,2.45
3.297776,1.05,1.5,2.0,2.45
3.297776,1.05,1.5,2.0,2.45
3.297776,1.05,1.5,2.0,2.45
3.297776,1.05,1.5,2.0,2.45
3.297776,1.05,1.5,2.0,2.45
3.297776,1.05,1.5,2.0,2.45
3.297776,1.05,1.5,2.0,2.45
3.297776,1.05,1.5,2.0,2.45
3.297776,1.05,1.5,2.0,2.45
3.297776,1.05,1.5,2.0,2.45
3.297776,1.05,1.5,2.0,2.45
3.297776,1.05,1.5,2.0,2.45
3.297776,1.05,1.5,2.0,2.45
3.297776,1.05,1.5,2.0,2.45
3.297776,1.05,1.5,2.0,2.45
3.297776,1.05,1.5,2.0,2.45
3.297776,1.05,1.5,2.0,2.45
3.297776,1.05,1.5,2.0,2.45
3.297776,1.05,1.5,2.0,2.45
3.297776,1.05,1.5,2.0,2.45
3.297776,1.05,1.5,2.0,2.45
3.297776,1.05,1.5,2.0,2.45
3.297776,1.05,1.5,2.0,2.45
3.297776,1.05,1.5,2.0,2.45
3.297776,1.05,1.5,2.0,2.45
3.297776,1.05,1.5,2.0,2.45
3.297776,1.05,1.5,2.0,2.45
3.297776,1.05,1.5,2.0,2.45
3.297776,1.05,1.5,2.0,2.45
3.297776,1.05,1.5,2.0,2.45
3.297776,1.05,1.5,2.0,2.45
3.297776,1.05,1.5,2.0,2.45
3.297776,1.05,1.5,2.0,2.45
3.297776,1.05,1.5,2.0,2.45
3.297776,1.05,1.5,2.0,2.45
3.297776,1.05,1.5,2.0,2.45
3.297776,1.05,1.5,2.0,2.45
3.297776,1.05,1.5,2.0,2.45
3.297776,1.05,1.5,2.0,2.45
3.297776,1.05,1.5,2.0,2.45
3.297776,1.05,1.5,2.0,2.45
3.297776,1.05,1.5,2.0,2.45
3.297776,1.05,1.5,2.0,2.45
3.297776,1.05,1.5,2.0,2.45
3.297776,1.05,1.5,2.0,2.45
3.297776,1.05,1.5,2.0,2.45
3.297776,1.05,1.5,2.0,2.45
3.297776,1.05,1.5,2.0,2.45
3.297776,1.05,1.5,2.0,2.45
3.297776,1.05,1.5,2.0,2.45
3.297776,1.05,1.5,2.0,2.45
3.297776,1.05,1.5,2.0,2.45
3.297776,1.05,1.5,2.0,2.45
3.297776,1.05,1.5,2.0,2.45
3.297776,1.05,1.5,2.0,2.45
