272
0.5886487,4.435,4.435,4.435,4.435
0.6776481,4.47,4.47,4.47,4.47
0.7669287,4.505,4.505,4.505,4.505
0.8565718,4.54,4.54,4.54,4.54
0.9465728,4.575,4.575,4.575,4.575
1.036798,4.61,4.61,4.61,4.61
1.127271,4.645,4.645,4.645,4.645
1.218074,4.68,4.68,4.68,4.68
1.309157,4.715,4.715,4.715,4.715
1.400355,4.75,4.75,4.75,4.75
1.491948,4.785,4.785,4.785,4.785
1.583829,4.82,4.82,4.82,4.82
1.676112,4.855,4.855,4.855,4.855
1.768586,4.89,4.89,4.89,4.89
1.861202,4.925,4.925,4.925,4.925
1.954204,4.96,4.96,4.96,4.96
2.047635,4.995,4.995,4.995,4.995
2.14145,5.03,5.03,5.03,5.03
2.235673,5.065,5.065,5.065,5.065
2.329992,5.1,5.1,5.1,5.1
2.424503,5.135,5.135,5.135,5.135
2.51911,5.17,5.17,5.17,5.17
2.614027,5.205,5.205,5.205,5.205
2.70934,5.24,5.24,5.24,5.24
2.804882,5.275,5.275,5.275,5.275
2.900717,5.31,5.31,5.31,5.31
2.996643,5.345,5.345,5.345,5.345
3.092847,5.38,5.38,5.38,5.38
3.189235,5.415,5.415,5.415,5.415
3.285824,5.45,5.45,5.45,5.45
3.382648,5.485,5.485,5.485,5.485
3.479755,5.52,5.52,5.52,5.52
3.577104,5.555,5.555,5.555,5.555
3.674736,5.59,5.59,5.59,5.59
3.772643,5.625,5.625,5.625,5.625
3.870862,5.66,5.66,5.66,5.66
3.969277,5.695,5.695,5.695,5.695
4.068074,5.73,5.73,5.73,5.73
4.167205,5.765,5.765,5.765,5.765
4.266575,5.8,5.8,5.8,5.8
4.366088,5.835,5.835,5.835,5.835
4.465766,5.87,5.87,5.87,5.87
4.565652,5.905,5.905,5.905,5.905
4.665807,5.94,5.94,5.94,5.94
4.766366,5.975,5.975,5.975,5.975
4.86719,6.01,6.01,6.01,6.01
4.968326,6.045,6.045,6.045,6.045
5.069768,6.08,6.08,6.08,6.08
5.171346,6.115,6.115,6.115,6.115
5.273035,6.15,6.15,6.15,6.15
5.374995,6.185,6.185,6.185,6.185
5.477132,6.22,6.22,6.22,6.22
5.579495,6.255,6.255,6.255,6.255
5.682062,6.29,6.29,6.29,6.29
5.7849,6.325,6.325,6.325,6.325
5.88801,6.36,6.36,6.36,6.36
5.991209,6.395,6.395,6.395,6.395
6.094633,6.43,6.43,6.43,6.43
6.198402,6.465,6.465,6.465,6.465
6.302515,6.5,6.5,6.5,6.5
6.406838,6.535,6.535,6.535,6.535
6.511271,6.57,6.57,6.57,6.57
6.615844,6.605,6.605,6.605,6.605
6.710344,6.64,6.64,6.64,6.64
6.804844,6.675,6.675,6.675,6.675
6.899344,6.71,6.71,6.71,6.71
6.993844,6.745,6.745,6.745,6.745
7.083844,6.78,6.78,6.78,6.78
7.173844,6.815,6.815,6.815,6.815
7.263844,6.85,6.85,6.85,6.85
7.353844,6.885,6.885,6.885,6.885
7.443844,6.92,6.92,6.92,6.92
7.533844,6.955,6.955,6.955,6.955
7.623844,6.99,6.99,6.99,6.99
7.713844,7.025,7.025,7.025,7.025
7.803844,7.06,7.06,7.06,7.06
7.893844,7.095,7.095,7.095,7.095
7.983844,7.13,7.13,7.13,7.13
8.073844,7.165,7.165,7.165,7.165
8.163844,7.2,7.2,7.2,7.2
8.253844,7.235,7.235,7.235,7.235
8.343844,7.27,7.27,7.27,7.27
8.433844,7.305,7.305,7.305,7.305
8.523844,7.34,7.34,7.34,7.34
8.613844,7.375,7.375,7.375,7.375
8.703844,7.41,7.41,7.41,7.41
8.793844,7.445,7.445,7.445,7.445
8.883844,7.48,7.48,7.48,7.48
8.973844,7.515,7.515,7.515,7.515
9.063844,7.55,7.55,7.55,7.55
9.153844,7.585,7.585,7.585,7.585
9.243844,7.62,7.62,7.62,7.62
9.333844,7.655,7.655,7.655,7.655
9.423844,7.69,7.69,7.69,7.69
9.513844,7.725,7.725,7.725,7.725
9.603844,7.76,7.76,7.76,7.76
9.693844,7.795,7.795,7.795,7.795
9.783844,7.83,7.83,7.83,7.83
9.873844,7.865,7.865,7.865,7.865
9.963844,7.9,7.9,7.9,7.9
10.05384,7.935,7.935,7.935,7.935
10.14384,7.97,7.97,7.97,7.97
10.23384,8.005,8.005,8.005,8.005
10.32384,8.04,8.04,8.04,8.04
10.41384,8.075,8.075,8.075,8.075
10.50384,8.11,8.11,8.11,8.11
10.59384,8.145,8.145,8.145,8.145
10.68384,8.18,8.18,8.18,8.18
10.77384,8.215,8.215,8.215,8.215
10.86384,8.25,8.25,8.25,8.25
10.95384,8.285,8.285,8.285,8.285
11.04384,8.32,8.32,8.32,8.32
11.13384,8.355,8.355,8.355,8.355
