272
0.4325,0.7,0.7,0.7,0.7
1.000422,0.7,0.7,0.7,0.7
1.282505,0.7,0.7,0.7,0.7
1.419906,0.7,0.7,0.7,0.7
1.484107,0.7,0.7,0.7,0.7
1.511307,0.7,0.7,0.7,0.7
1.519836,0.7,0.7,0.7,0.7
1.518977,0.7,0.7,0.7008591,0.7
1.513864,0.7,0.7,0.7059724,0.7
1.508815,0.7,0.7,0.7110218,0.7
1.503829,0.7,0.7,0.7160083,0.7
1.498905,0.7,0.7,0.7209324,0.7
1.494043,0.7,0.7,0.7257947,0.7
1.489241,0.7,0.7,0.7305963,0.7
1.4845,0.7,0.7,0.7353376,0.7
1.479818,0.7,0.7,0.74002,0.7
1.475197,0.7,0.7,0.7446434,0.7
1.470669,0.7,0.7,0.7492021,0.7
1.466494,0.7,0.7,0.7535961,0.7
1.462444,0.7,0.7,0.757219,0.7
1.458075,0.7,0.7,0.7605153,0.7006311
1.453676,0.7,0.7,0.7638,0.7010696
1.449313,0.7,0.7,0.76696,0.7013008
1.444999,0.7,0.7,0.7698815,0.7013468
1.440737,0.7,0.7,0.7724459,0.7012329
1.43653,0.7,0.7,0.7745081,0.7009882
1.432382,0.7,0.7,0.7758753,0.7006446
1.428301,0.7,0.7,0.7767912,0.7002363
1.424334,0.7,0.7,0.7784191,0.6999802
1.420472,0.7,0.7,0.7804408,0.6999801
1.416678,0.7,0.7,0.7826363,0.69998
1.412951,0.7,0.7,0.7848856,0.69998
1.40929,0.7,0.7,0.787124,0.6999799
1.405694,0.7,0.7,0.7893169,0.6999798
1.402162,0.7,0.7,0.7914462,0.6999797
1.398694,0.7,0.7,0.7935022,0.6999796
1.395291,0.7,0.7,0.7954794,0.6999795
1.391954,0.7,0.7,0.7973752,0.6999794
1.388684,0.7,0.7,0.7991874,0.6999793
1.385483,0.7,0.7,0.8009149,0.6999792
1.382354,0.7,0.7,0.8025562,0.6999791
1.379298,0.7,0.7,0.8041102,0.6999789
1.376321,0.7,0.7,0.8055748,0.6999788
1.373426,0.7,0.7,0.8069484,0.6999787
1.370619,0.7,0.7,0.8082287,0.6999786
1.367907,0.7,0.7,0.8094124,0.6999785
