391
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
2.0,1.05,1.5,2.0,2.45,3.0,3.5
